/root/autodl-tmp/dataset/K400/tiny-Kinetics-400/abseiling/-3B32lodo2M_000059_000069.mp4 0
/root/autodl-tmp/dataset/K400/tiny-Kinetics-400/abseiling/_4YTwq0-73Y_000044_000054.mp4 0
/root/autodl-tmp/dataset/K400/tiny-Kinetics-400/abseiling/_EDt9CNqqxk_000260_000270.mp4 0
/root/autodl-tmp/dataset/K400/tiny-Kinetics-400/air_drumming/_9SlRyQ2Aio_000192_000202.mp4 1
/root/autodl-tmp/dataset/K400/tiny-Kinetics-400/air_drumming/_axE99QAhe8_000026_000036.mp4 1
/root/autodl-tmp/dataset/K400/tiny-Kinetics-400/air_drumming/_dbcJuKJQNs_000040_000050.mp4 1
/root/autodl-tmp/dataset/K400/tiny-Kinetics-400/answering_questions/_5PV4fkZisA_000139_000149.mp4 2
/root/autodl-tmp/dataset/K400/tiny-Kinetics-400/answering_questions/_5VCfqc1Q0Q_000040_000050.mp4 2
/root/autodl-tmp/dataset/K400/tiny-Kinetics-400/answering_questions/_5W9Fxl_dFE_000186_000196.mp4 2
/root/autodl-tmp/dataset/K400/tiny-Kinetics-400/applauding/0Tq8uFakTbk_000000_000010.mp4 3
/root/autodl-tmp/dataset/K400/tiny-Kinetics-400/applauding/0nd-Gc3HkmU_000019_000029.mp4 3
/root/autodl-tmp/dataset/K400/tiny-Kinetics-400/applauding/_LHpfh0rXjk_000012_000022.mp4 3
/root/autodl-tmp/dataset/K400/tiny-Kinetics-400/applying_cream/-PBcrI7pXUM_000024_000034.mp4 4
/root/autodl-tmp/dataset/K400/tiny-Kinetics-400/applying_cream/_-mM9e_yGog_000067_000077.mp4 4
/root/autodl-tmp/dataset/K400/tiny-Kinetics-400/applying_cream/_SUw41KlPBE_000102_000112.mp4 4
/root/autodl-tmp/dataset/K400/tiny-Kinetics-400/archery/_7cIhg_uLmQ_000107_000117.mp4 5
/root/autodl-tmp/dataset/K400/tiny-Kinetics-400/archery/_Buw5qNQZto_000030_000040.mp4 5
/root/autodl-tmp/dataset/K400/tiny-Kinetics-400/archery/_ceSzRc_kEQ_000009_000019.mp4 5
/root/autodl-tmp/dataset/K400/tiny-Kinetics-400/arm_wrestling/_6xcGAdO8Jk_000011_000021.mp4 6
/root/autodl-tmp/dataset/K400/tiny-Kinetics-400/arm_wrestling/_Lg6oKsuP0o_000017_000027.mp4 6
/root/autodl-tmp/dataset/K400/tiny-Kinetics-400/arm_wrestling/_hwI3fEVXr8_000000_000010.mp4 6
/root/autodl-tmp/dataset/K400/tiny-Kinetics-400/arranging_flowers/_-eEznKEJiM_000244_000254.mp4 7
/root/autodl-tmp/dataset/K400/tiny-Kinetics-400/arranging_flowers/_3gsKrwe8Sg_000153_000163.mp4 7
/root/autodl-tmp/dataset/K400/tiny-Kinetics-400/arranging_flowers/_lgC663579E_000009_000019.mp4 7
/root/autodl-tmp/dataset/K400/tiny-Kinetics-400/assembling_computer/_1i9FTdOxao_000088_000098.mp4 8
/root/autodl-tmp/dataset/K400/tiny-Kinetics-400/assembling_computer/_FYbpBvkSsU_000147_000157.mp4 8
/root/autodl-tmp/dataset/K400/tiny-Kinetics-400/assembling_computer/_aYskO3dbtc_000130_000140.mp4 8
/root/autodl-tmp/dataset/K400/tiny-Kinetics-400/auctioning/_59Vxd5-1jQ_000254_000264.mp4 9
/root/autodl-tmp/dataset/K400/tiny-Kinetics-400/auctioning/_64McxlS1ck_000318_000328.mp4 9
/root/autodl-tmp/dataset/K400/tiny-Kinetics-400/auctioning/_bX9z03EBzM_000094_000104.mp4 9
/root/autodl-tmp/dataset/K400/tiny-Kinetics-400/baby_waking_up/_K8SThimKj8_000001_000011.mp4 10
/root/autodl-tmp/dataset/K400/tiny-Kinetics-400/baby_waking_up/_MdfxbifBLw_000000_000010.mp4 10
/root/autodl-tmp/dataset/K400/tiny-Kinetics-400/baby_waking_up/_oADyQKOaqk_000119_000129.mp4 10
/root/autodl-tmp/dataset/K400/tiny-Kinetics-400/baking_cookies/_4R0Gx2feN8_000070_000080.mp4 11
/root/autodl-tmp/dataset/K400/tiny-Kinetics-400/baking_cookies/_4oL_A1gWnA_000659_000669.mp4 11
/root/autodl-tmp/dataset/K400/tiny-Kinetics-400/baking_cookies/_BOMTx_00Uk_000042_000052.mp4 11
/root/autodl-tmp/dataset/K400/tiny-Kinetics-400/balloon_blowing/_7_FnwK-DYo_000024_000034.mp4 12
/root/autodl-tmp/dataset/K400/tiny-Kinetics-400/balloon_blowing/_cRCgYlVkh0_000030_000040.mp4 12
/root/autodl-tmp/dataset/K400/tiny-Kinetics-400/balloon_blowing/_g9F6qPqYeM_000182_000192.mp4 12
/root/autodl-tmp/dataset/K400/tiny-Kinetics-400/bandaging/_9YzPgoLKuY_000225_000235.mp4 13
/root/autodl-tmp/dataset/K400/tiny-Kinetics-400/bandaging/_PvUCx30oXg_000069_000079.mp4 13
/root/autodl-tmp/dataset/K400/tiny-Kinetics-400/bandaging/_eduRRbJ2PM_000030_000040.mp4 13
/root/autodl-tmp/dataset/K400/tiny-Kinetics-400/barbequing/_-Ojp36QkrI_000005_000015.mp4 14
/root/autodl-tmp/dataset/K400/tiny-Kinetics-400/barbequing/_-lxAKTineA_000085_000095.mp4 14
